info_type_id,movie_id,info,keyword,phonetic_code,production_year,title,keyword
3,3464385,Western,detroit-tigers,D3632,1966,"Death Rides a Horse",detroit-tigers
3,4562247,Western,detroit-tigers,D3632,1958,"Death Rides This Trail",detroit-tigers
3,4160535,Western,transgender,T6525,1950,"Transcontinent Express",transgender
3,4266182,Western,transgender,T6525,1987,"Die Treue eines Hundes",transgender
3,4371761,Western,transgender,T6525,1924,"The Trans-continental Railroad",transgender
3,3254729,Western,double-cross,D1426,1934,"Double Cross",double-cross
3,3405271,Western,double-cross,D1426,1915,"Double Crossed",double-cross
3,3617193,Western,double-cross,D1426,2004,"Devil's Raiders",double-cross
3,4201096,Western,murder-mystery,M6365,1936,"Murder in the Dark",murder-mystery
3,4168608,Western,mad-scientist,M3253,1996,"Das MÃ¤dchen und der Cowboy",mad-scientist
3,4084233,Western,mad-scientist,M3253,1977,"The Medicine Hat Stallion",mad-scientist
3,4391792,Western,troop,T61,1937,Treve,troop
3,3667382,Western,french-nobleman,F6525,1950,"Frank James Rides Again",french-nobleman
3,3876406,Western,french-nobleman,F6525,1973,"Frenchie King",french-nobleman
3,4217405,Western,shootout,S3,1971,Shootout,shootout
3,4217405,Western,shootout,S3,1971,"Shoot Out",shootout
3,4465544,Western,living-in-huts,L1525,1950,"Law of Vengeance",living-in-huts
3,3213831,Western,time,T5,1957,"3:10 to Yuma",time
3,3215322,Western,crotch-shot,C6323,1968,"5 Card Stud",crotch-shot
3,3728144,Western,crotch-shot,C6323,1969,"Cowards Don't Pray",crotch-shot
3,3736694,Western,shot-in-the-stomach,S3532,2016,"Shootout in the West",shot-in-the-stomach
3,3856708,Western,shot-in-the-stomach,S3532,1959,"Showdown at Gun Hill",shot-in-the-stomach
3,3977169,Western,shot-in-the-stomach,S3532,1977,"The 1st Notch",shot-in-the-stomach
3,4217483,Western,shot-in-the-stomach,S3532,1957,"Shoot-Out at Medicine Bend",shot-in-the-stomach
3,2514958,Western,lying-on-bed,L5251,NULL,"Lynch Mob",lying-on-bed
3,4332747,Western,mother-daughter-romantic-rivalry,M3632,2000,"Le maÃ®tre de Kingdom Come",mother-daughter-romantic-rivalry
3,4345497,Western,skiing,S252,1953,"SchÃ¼sse in New Mexico",skiing
3,4345497,Western,skiing,S252,1953,"SchÃ¼sse in Neu-Mexiko",skiing
3,3528034,Western,two-brothers,T1636,1968,"Two Brothers, One Death",two-brothers
3,3775461,Western,two-brothers,T1636,1972,"Two Brothers in Trinity",two-brothers
3,3898949,Western,two-brothers,T1636,1971,"The Two Brothers",two-brothers
3,4200457,Western,detective-puzzle,D3231,1972,"Death Is Sweet from the Soldier of God",detective-puzzle
3,4341617,Western,detective-puzzle,D3231,1912,"The Detective Sweethearts",detective-puzzle
3,4401449,Western,outdoor-sex,O362,1964,"The Outrage",outdoor-sex
3,3213831,Western,thai-man,T5,1957,"3:10 to Yuma",thai-man
3,3352651,Western,ghostbusters,G2312,1991,"Gejagt bis in den Tod",ghostbusters
3,3352651,Western,ghostbusters,G2312,1989,"Gejagt bis in den Tod",ghostbusters
3,3352651,Western,ghostbusters,G2312,1989,"Gejagt bis in den Tod",ghostbusters
3,3457631,Western,sojourner-truth,S2656,1971,"Schrei, wenn wir verrecken!",sojourner-truth
3,3393909,Western,minute,M53,2002,Manhunt,minute
3,3393909,Western,minute,M53,2003,Manhunt,minute
3,3625577,Western,minute,M53,1958,"Man Hunt",minute
3,3625577,Western,minute,M53,1958,Manhunt,minute
3,3831348,Western,judaism,J325,1972,"Jed & Sonny",judaism
3,4522743,Western,young-adult,Y5234,1973,"Yankee Dudler",young-adult
3,4319266,Western,flash-bang,F4215,1957,"Der Fluch vom Monte Bravo",flash-bang
3,4051157,Western,subway,S1,1934,"Spy 13",subway
3,4181140,Western,subway,S1,1949,Sabbia,subway
3,3394803,Western,changing-of-the-guard,C5252,1973,"Caingangue, a Pontaria do Diabo",changing-of-the-guard
3,3421514,Western,changing-of-the-guard,C5252,2008,"Chinaman's Chance: America's Yellow Slaves",changing-of-the-guard
3,3421514,Western,changing-of-the-guard,C5252,2008,"Chinaman's Chance",changing-of-the-guard
3,3412899,Western,changing-of-the-guard,C5252,1911,"Changing the Cook",changing-of-the-guard
3,4128415,Western,changing-of-the-guard,C5252,1968,"El Chuncho Quien Sabe? (subtitle A Bullet for the General)",changing-of-the-guard
3,3213831,Western,team,T5,1957,"3:10 to Yuma",team
3,141335,Western,bulldozer,B4326,NULL,"La ballata di Gregorio Cortez",bulldozer
3,3209202,Western,bulldozer,B4326,1967,"Blutiger Staub",bulldozer
3,3394788,Western,bulldozer,B4326,1971,"The Blood Seekers",bulldozer
3,3364448,Western,bulldozer,B4326,1954,"Blutiger SÃ¼den",bulldozer
3,3411191,Western,bulldozer,B4326,1928,"Der Blitzreiter",bulldozer
3,3363296,Western,bulldozer,B4326,1991,"Blutiger FluÃŸ",bulldozer
3,3744286,Western,bulldozer,B4326,1996,"Blutiger Befehl",bulldozer
3,4080776,Western,bulldozer,B4326,1964,"Blutige Rache in Tucson",bulldozer
3,4220769,Western,bulldozer,B4326,1972,"Bulldozer Is Back Amigo",bulldozer
3,4317805,Western,bulldozer,B4326,1982,"La ballata di Gregorio Cortez",bulldozer
3,4401451,Western,bulldozer,B4326,1964,"Blutiger Staub",bulldozer
